0.024,242.71,0,1.3627
0.048,253.3,0,1.3643
0.072,262.89,0,1.3643
0.096,271.45,0,1.3635
0.12,278.93,0,1.3635
0.144,285.32,0,1.3635
0.168,290.57,0,1.3619
0.192,294.69,0,1.3627
0.216,297.63,0,1.3595
0.24,299.41,0,1.3563
0.264,300,0,1.3393
0.288,299.41,0,1.3361
0.312,297.63,0,1.32
0.336,294.69,0,1.3144
0.36,290.57,0,1.3023
0.384,285.32,0,1.2845
0.408,278.93,0,1.2813
0.432,271.45,0,1.2692
0.456,262.89,0,1.2596
0.48,253.3,0,1.2434
0.504,242.71,0,1.237
0.528,231.15,0,1.2209
0.552,218.69,0,1.216
0.576,205.36,0,1.208
0.6,191.23,0,1.2048
0.624,176.34,0,1.183
0.648,160.75,0,1.1943
0.672,144.53,0,1.183
0.696,127.73,0,1.1806
0.72,110.44,0,1.1838
0.744,92.705,0,1.1798
0.768,74.607,0,1.1862
0.792,56.214,0,1.2023
0.816,37.6,0,1.2177
0.84,18.837,0,1.2765
0.864,0,0,1.3353
0.888,-18.837,0,1.3829
0.912,-37.6,0,1.3998
0.936,-56.214,0,1.4207
0.96,-74.607,0,1.4352
0.984,-92.705,0,1.4505
1.008,-110.44,0,1.4578
1.032,-127.73,0,1.4651
1.056,-144.53,0,1.4763
1.08,-160.75,0,1.4788
1.104,-176.34,0,1.4812
1.128,-191.23,0,1.4788
1.152,-205.36,0,1.4836
1.176,-218.69,0,1.4739
1.2,-231.15,0,1.4755
1.224,-242.71,0,1.461
1.248,-253.3,0,1.4554
1.272,-262.89,0,1.4368
1.296,-271.45,0,1.4264
1.32,-278.93,0,1.407
1.344,-285.32,0,1.3804
1.368,-290.57,0,1.3667
1.392,-294.69,0,1.3611
1.416,-297.63,0,1.3595
1.44,-299.41,0,1.3627
1.464,-300,0,1.3627
1.488,-299.41,0,1.3635
1.512,-297.63,0,1.3635
1.536,-294.69,0,1.3627
1.56,-290.57,0,1.3498
1.584,-285.32,0,1.3506
1.608,-278.93,0,1.3482
1.632,-271.45,0,1.3305
1.656,-262.89,0,1.3168
1.68,-253.3,0,1.2999
1.704,-242.71,0,1.2902
1.728,-231.15,0,1.2853
1.752,-218.69,0,1.2684
1.776,-205.36,0,1.2523
1.8,-191.23,0,1.2418
1.824,-176.34,0,1.237
1.848,-160.75,0,1.2273
1.872,-144.53,0,1.2249
1.896,-127.73,0,1.216
1.92,-110.44,0,1.2072
1.944,-92.705,0,1.208
1.968,-74.607,0,1.1967
1.992,-56.214,0,1.2056
2.016,-37.6,0,1.1943
2.04,-18.837,0,1.2007
2.064,0,0,1.1975
2.088,18.837,0,1.1999
2.112,37.6,0,1.2064
2.136,56.214,0,1.2177
2.16,74.607,0,1.2201
2.184,92.705,0,1.2338
2.208,110.44,0,1.2523
2.232,127.73,0,1.2741
2.256,144.53,0,1.2918
2.28,160.75,0,1.3103
2.304,176.34,0,1.3256
2.328,191.23,0,1.3466
2.352,205.36,0,1.3587
2.376,218.69,0,1.3635
2.4,231.15,0,1.3667
2.424,242.71,0,1.3708
2.448,253.3,0,1.3635
2.472,262.89,0,1.3716
2.496,271.45,0,1.3821
2.52,278.93,0,1.3845
2.544,285.32,0,1.3982
2.568,290.57,0,1.4054
2.592,294.69,0,1.4215
2.616,297.63,0,1.4401
2.64,299.41,0,1.4522
2.664,300,0,1.461
2.688,299.41,0,1.4755
2.712,297.63,0,1.49
2.736,294.69,0,1.4981
2.76,290.57,0,1.5142
2.784,285.32,0,1.5239
2.808,278.93,0,1.54
2.832,271.45,0,1.544
2.856,262.89,0,1.5481
2.88,253.3,0,1.5585
2.904,242.71,0,1.5682
2.928,231.15,0,1.569
2.952,218.69,0,1.5722
2.976,205.36,0,1.5714
3,191.23,0,1.569
3.024,176.34,0,1.5714
3.048,160.75,0,1.5642
3.072,144.53,0,1.5593
3.096,127.73,0,1.5521
3.12,110.44,0,1.5392
3.144,92.705,0,1.5231
3.168,74.607,0,1.519
3.192,56.214,0,1.5013
3.216,37.6,0,1.4933
3.24,18.837,0,1.4755
3.264,0,0,1.4538
3.288,-18.837,0,1.4328
3.312,-37.6,0,1.4135
3.336,-56.214,0,1.3958
3.36,-74.607,0,1.374
3.384,-92.705,0,1.374
3.408,-110.44,0,1.3595
3.432,-127.73,0,1.3603
3.456,-144.53,0,1.3635
3.48,-160.75,0,1.3627
3.504,-176.34,0,1.3579
3.528,-191.23,0,1.3482
3.552,-205.36,0,1.3418
3.576,-218.69,0,1.3393
3.6,-231.15,0,1.341
3.624,-242.71,0,1.3337
3.648,-253.3,0,1.3216
3.672,-262.89,0,1.3087
3.696,-271.45,0,1.3047
3.72,-278.93,0,1.287
3.744,-285.32,0,1.2829
3.768,-290.57,0,1.2676
3.792,-294.69,0,1.2588
3.816,-297.63,0,1.2386
3.84,-299.41,0,1.2297
3.864,-300,0,1.2217
3.888,-299.41,0,1.204
3.912,-297.63,0,1.2064
3.936,-294.69,0,1.1959
3.96,-290.57,0,1.1975
3.984,-285.32,0,1.1798
4.008,-278.93,0,1.1798
4.032,-271.45,0,1.183
4.056,-262.89,0,1.1766
4.08,-253.3,0,1.1806
4.104,-242.71,0,1.1741
4.128,-231.15,0,1.1782
4.152,-218.69,0,1.1846
4.176,-205.36,0,1.1886
4.2,-191.23,0,1.1951
4.224,-176.34,0,1.1935
4.248,-160.75,0,1.1999
4.272,-144.53,0,1.2104
4.296,-127.73,0,1.2233
4.32,-110.44,0,1.2362
4.344,-92.705,0,1.2612
4.368,-74.607,0,1.2837
4.392,-56.214,0,1.3071
4.416,-37.6,0,1.3313
4.44,-18.837,0,1.3466
4.464,0,0,1.3458
4.488,18.837,0,1.3659
4.512,37.6,0,1.3716
4.536,56.214,0,1.378
4.56,74.607,0,1.3861
4.584,92.705,0,1.3909
4.608,110.44,0,1.3837
4.632,127.73,0,1.3829
4.656,144.53,0,1.3933
4.68,160.75,0,1.3958
4.704,176.34,0,1.3998
4.728,191.23,0,1.4038
4.752,205.36,0,1.3925
4.776,218.69,0,1.3901
4.8,231.15,0,1.3901
4.824,242.71,0,1.3933
4.848,253.3,0,1.3909
4.872,262.89,0,1.3941
4.896,271.45,0,1.4006
4.92,278.93,0,1.4062
4.944,285.32,0,1.4103
4.968,290.57,0,1.4135
4.992,294.69,0,1.4151
5.016,297.63,0,1.4111
5.04,299.41,0,1.4038
5.064,300,0,1.399
5.088,299.41,0,1.4264
5.112,297.63,0,1.4441
5.136,294.69,0,1.4578
5.16,290.57,0,1.4779
5.184,285.32,0,1.4852
5.208,278.93,0,1.5037
5.232,271.45,0,1.5134
5.256,262.89,0,1.5142
5.28,253.3,0,1.5199
5.304,242.71,0,1.5247
5.328,231.15,0,1.5279
5.352,218.69,0,1.5344
5.376,205.36,0,1.5352
5.4,191.23,0,1.5392
5.424,176.34,0,1.54
5.448,160.75,0,1.544
5.472,144.53,0,1.5368
5.496,127.73,0,1.5368
5.52,110.44,0,1.5295
5.544,92.705,0,1.5207
5.568,74.607,0,1.519
5.592,56.214,0,1.5037
5.616,37.6,0,1.482
5.64,18.837,0,1.4723
5.664,0,0,1.4505
5.688,-18.837,0,1.432
5.712,-37.6,0,1.4151
5.736,-56.214,0,1.399
5.76,-74.607,0,1.3595
5.784,-92.705,0,1.3538
5.808,-110.44,0,1.3627
5.832,-127.73,0,1.3643
5.856,-144.53,0,1.3643
5.88,-160.75,0,1.3635
5.904,-176.34,0,1.3635
5.928,-191.23,0,1.3619
5.952,-205.36,0,1.3635
5.976,-218.69,0,1.3442
6,-231.15,0,1.3329
6.024,-242.71,0,1.3377
6.048,-253.3,0,1.3345
6.072,-262.89,0,1.3273
6.096,-271.45,0,1.3192
6.12,-278.93,0,1.3136
6.144,-285.32,0,1.2982
6.168,-290.57,0,1.2878
6.192,-294.69,0,1.2733
6.216,-297.63,0,1.2636
6.24,-299.41,0,1.2515
6.264,-300,0,1.2491
6.288,-299.41,0,1.2362
6.312,-297.63,0,1.2209
6.336,-294.69,0,1.2128
6.36,-290.57,0,1.2072
6.384,-285.32,0,1.1975
6.408,-278.93,0,1.1975
6.432,-271.45,0,1.187
6.456,-262.89,0,1.1854
6.48,-253.3,0,1.183
6.504,-242.71,0,1.1862
6.528,-231.15,0,1.1935
6.552,-218.69,0,1.1959
6.576,-205.36,0,1.2048
6.6,-191.23,0,1.2056
6.624,-176.34,0,1.208
6.648,-160.75,0,1.2265
6.672,-144.53,0,1.2289
6.696,-127.73,0,1.2475
6.72,-110.44,0,1.2547
6.744,-92.705,0,1.2716
6.768,-74.607,0,1.2797
6.792,-56.214,0,1.2958
6.816,-37.6,0,1.3047
6.84,-18.837,0,1.3216
6.864,0,0,1.3313
6.888,18.837,0,1.3426
6.912,37.6,0,1.3538
6.936,56.214,0,1.3643
6.96,74.607,0,1.3675
6.984,92.705,0,1.3716
7.008,110.44,0,1.3667
7.032,127.73,0,1.37
7.056,144.53,0,1.37
7.08,160.75,0,1.3756
7.104,176.34,0,1.3764
7.128,191.23,0,1.3756
7.152,205.36,0,1.3764
7.176,218.69,0,1.3804
7.2,231.15,0,1.3764
7.224,242.71,0,1.3788
7.248,253.3,0,1.3804
7.272,262.89,0,1.3845
7.296,271.45,0,1.3861
7.32,278.93,0,1.3925
7.344,285.32,0,1.3974
7.368,290.57,0,1.403
7.392,294.69,0,1.4103
7.416,297.63,0,1.4175
7.44,299.41,0,1.424
7.464,300,0,1.4344
7.488,299.41,0,1.4473
7.512,297.63,0,1.4618
7.536,294.69,0,1.4812
7.56,290.57,0,1.482
7.584,285.32,0,1.49
7.608,278.93,0,1.5029
7.632,271.45,0,1.5102
7.656,262.89,0,1.5158
7.68,253.3,0,1.5239
7.704,242.71,0,1.5199
7.728,231.15,0,1.5199
7.752,218.69,0,1.5199
7.776,205.36,0,1.519
7.8,191.23,0,1.5166
7.824,176.34,0,1.5174
7.848,160.75,0,1.5094
7.872,144.53,0,1.5013
7.896,127.73,0,1.49
7.92,110.44,0,1.4908
7.944,92.705,0,1.4836
7.968,74.607,0,1.4771
7.992,56.214,0,1.4699
